Observation,FLC,Dataset,Method,DGM.Y,DGM.X,Censoring,SampleSize,ExtraVars,Cindex2.5,Cindex10,Cindex50,Cindex80,Cindex90,Cindex97.5,IBS,qloss2.5,qloss10,qloss50,qloss80,qloss90,qloss97.5
2472,42,412,RIST,GG,Sine,10,1700,None,0.600392278,0.64903995,0.631800351,0.538737483,0.519071952,0.528569216,0.026277033,0.614674968,2.437096127,11.65592548,15.83618854,13.34002519,7.48233718
2473,42,413,logrank,GG,Sine,10,1700,None,0.487681351,0.509891849,0.606489053,0.60440517,0.601925613,0.596307043,0.043618673,1.945443308,7.776840599,38.63768934,58.05292489,59.64927806,49.20673289
2474,42,413,L1,GG,Sine,10,1700,None,0.542073332,0.558823529,0.592957003,0.602347666,0.580506463,0.561461356,0.043618673,1.94449341,7.762110171,38.52334863,57.2305126,55.5850563,44.12172748
2475,42,413,CIF,GG,Sine,10,1700,None,0.494064891,0.549802163,0.630598787,0.61672382,0.608045371,0.630651543,0.041716422,1.945471107,7.779421805,38.46367683,58.38085209,57.08508079,47.59766517
2476,42,413,RotSF,GG,Sine,10,1700,None,0.570113427,0.587549459,0.616697441,0.619810076,0.624795568,0.609865471,0.043808433,1.94547121,7.781871405,38.514691,59.71826745,61.67824215,50.2144849
2477,42,413,ORSF,GG,Sine,10,1700,None,0.533157478,0.539118966,0.629570034,0.620416777,0.616591928,0.611711949,0.039236878,1.945470897,7.780151823,38.46474668,55.20587722,51.97615175,47.03218039
2478,42,413,RIST,GG,Sine,10,1700,None,0.518359272,0.546926932,0.631653917,0.611606436,0.604800844,0.607174888,0.040592244,1.945390395,7.773915783,38.5714486,56.31025966,55.61380504,47.73581057
2479,42,414,logrank,GG,Sine,10,1700,None,0.525091437,0.525952022,0.645815404,0.618787651,0.612413941,0.575220525,0.037784656,0.671861489,2.682495796,12.79286802,17.98739484,15.2666153,9.128910279
2480,42,414,L1,GG,Sine,10,1700,None,0.505943417,0.558896299,0.618895224,0.588452022,0.570621773,0.566157487,0.037784656,0.671495206,2.668591615,12.88000172,16.93440628,14.37709171,8.753556682
2481,42,414,CIF,GG,Sine,10,1700,None,0.51358111,0.540178571,0.658643503,0.624408348,0.620750861,0.60160284,0.03644883,0.671894393,2.684952284,12.85192442,16.96425115,13.98006694,7.116494086
2482,42,414,RotSF,GG,Sine,10,1700,None,0.566829819,0.545207616,0.661843804,0.638043244,0.632449441,0.640221601,0.037561734,0.671894598,2.687437699,12.95217911,17.52933724,14.5967532,7.963933773
2483,42,414,ORSF,GG,Sine,10,1700,None,0.550935886,0.543083046,0.649365318,0.618061532,0.61494191,0.597783993,0.037149927,0.671894461,2.686751501,12.83622503,16.94637738,14.14501854,8.34433869
2484,42,414,RIST,GG,Sine,10,1700,None,0.546390921,0.53730099,0.645035499,0.613113167,0.605072074,0.59743438,0.036367166,0.671663542,2.674039617,12.70193242,15.68047821,14.64661361,6.968072935
2485,42,415,logrank,GG,Sine,10,1700,None,0.553519923,0.583992095,0.610538404,0.547297297,0.53613396,0.559528896,0.021330432,1.389990719,5.547472796,27.28124461,41.91992482,42.64242862,34.92910868
2486,42,415,L1,GG,Sine,10,1700,None,0.566178827,0.62728341,0.621995513,0.520216857,0.510709326,0.513059502,0.021330432,1.389134202,5.532193808,27.37953704,42.73787621,40.414039,31.28596788
2487,42,415,CIF,GG,Sine,10,1700,None,0.544386284,0.58821173,0.64004914,0.559876082,0.565511163,0.585487662,0.019656509,1.390117813,5.555248759,27.31939709,42.09735972,42.48476469,33.99266828
2488,42,415,RotSF,GG,Sine,10,1700,None,0.538510843,0.562012605,0.596998184,0.569704091,0.5721878,0.581935691,0.02030596,1.390118069,5.559959423,27.40593123,42.14522289,45.27272822,36.25070593
2489,42,415,ORSF,GG,Sine,10,1700,None,0.571840615,0.593259267,0.632063882,0.552104476,0.546202329,0.549407115,0.019814439,1.39011608,5.557849946,27.27182273,41.30871623,41.4552807,33.27683825
2490,42,415,RIST,GG,Sine,10,1700,None,0.583885269,0.627603888,0.618603782,0.538831321,0.54000641,0.55338639,0.020140519,1.389419556,5.532900024,27.5387149,42.18571541,40.33151096,31.02712321
2491,42,416,logrank,GG,Sine,10,1700,None,0.511816157,0.5346064,0.642309991,0.622779377,0.618161569,0.605856468,0.032403,2.897867085,11.58327069,57.17410438,85.47412938,89.50228131,75.21766148
2492,42,416,L1,GG,Sine,10,1700,None,0.495056229,0.544004998,0.637339056,0.602026403,0.584179932,0.588852067,0.032403,2.897671121,11.57277119,57.24376287,82.49368826,81.59562928,74.78296152
2493,42,416,CIF,GG,Sine,10,1700,None,0.504617808,0.571385886,0.662981474,0.642663117,0.62864671,0.635002988,0.028751325,2.897955359,11.58616474,57.15345565,83.89666211,87.30161211,76.54923661
2494,42,416,RotSF,GG,Sine,10,1700,None,0.601781931,0.603982181,0.657440104,0.656733851,0.651708589,0.62864671,0.029290152,2.897955679,11.59166226,57.30373361,86.81633703,86.70590795,80.04700161
2495,42,416,ORSF,GG,Sine,10,1700,None,0.547264628,0.562802195,0.646411691,0.631417396,0.63266692,0.613190634,0.030946246,2.897955598,11.590178,57.21133494,83.53480778,86.27706266,74.10529665
2496,42,416,RIST,GG,Sine,10,1700,None,0.507279839,0.531428261,0.637420547,0.590699191,0.597082632,0.597462922,0.032387242,2.897753336,11.57178551,57.08405639,87.20501841,88.66879548,78.31862897
2497,42,417,logrank,GG,Sine,10,1700,None,0.556505934,0.578076553,0.61509676,0.58262055,0.593659788,0.564043622,0.017503346,0.801564103,3.198506883,15.16406467,22.77840757,22.60090805,17.98586477
2498,42,417,L1,GG,Sine,10,1700,None,0.55623864,0.591280872,0.608360954,0.534454186,0.540521758,0.53645889,0.017503346,0.800675842,3.184462146,15.31766307,21.75000731,21.08923001,14.75343306
2499,42,417,CIF,GG,Sine,10,1700,None,0.564738587,0.616139207,0.628327809,0.596600021,0.596840586,0.578370576,0.014749484,0.801565296,3.201766876,15.27145438,21.36426442,22.10303028,14.50405781
2500,42,417,RotSF,GG,Sine,10,1700,None,0.600395595,0.632337218,0.610365658,0.595370469,0.595584305,0.594114188,0.01519356,0.801565928,3.206051298,15.42667968,21.73599854,22.86076861,14.98076745
2501,42,417,ORSF,GG,Sine,10,1700,None,0.566048327,0.609029188,0.637790014,0.602400299,0.597134609,0.590879932,0.015534994,0.801565671,3.203449104,15.23452484,20.92236569,20.43940792,14.43955241
2502,42,417,RIST,GG,Sine,10,1700,None,0.565112798,0.61290495,0.634635946,0.594755693,0.586923982,0.582647279,0.015511237,0.801374205,3.191274246,15.15997611,20.412341,21.85587948,14.18445225
2503,42,418,logrank,GG,Sine,10,1700,None,0.523934062,0.552860992,0.606355999,0.572198447,0.564431764,0.556770751,0.02453324,1.053554504,4.214054231,21.21816013,29.16314433,31.2986603,26.54332996
2504,42,418,L1,GG,Sine,10,1700,None,0.56028425,0.62582554,0.64735563,0.554234691,0.545041475,0.549505997,0.02453324,1.052967185,4.194236999,20.56330322,30.76955973,29.54206122,24.20629187
2505,42,418,CIF,GG,Sine,10,1700,None,0.527606065,0.591192476,0.613198077,0.579780208,0.571300259,0.590135785,0.022712828,1.05346402,4.211294122,20.61980234,31.21340914,31.36791775,24.32977523
2506,42,418,RotSF,GG,Sine,10,1700,None,0.58424473,0.614968035,0.610239341,0.597506208,0.597955302,0.595656998,0.023121707,1.053464111,4.213813503,20.66649317,31.20998242,32.95847692,25.41342074
2507,42,418,ORSF,GG,Sine,10,1700,None,0.552015639,0.571168172,0.617504095,0.58979236,0.581814339,0.582844614,0.02320999,1.053463954,4.213088362,20.72509565,30.14802667,29.60832452,25.08005783
2508,42,418,RIST,GG,Sine,10,1700,None,0.562001374,0.605457812,0.622100703,0.574364664,0.556268822,0.551408041,0.023029993,1.053369141,4.198828954,20.7755411,31.32322786,29.58866472,24.40022838
2509,42,419,logrank,GG,Sine,10,1700,None,0.576904622,0.563283041,0.618115903,0.605667218,0.586314443,0.554779549,0.022631649,1.043390432,4.160767213,21.30544901,31.30576693,27.97235771,23.7579877
2510,42,419,L1,GG,Sine,10,1700,None,0.546462654,0.581782801,0.631390947,0.584741696,0.569014235,0.574558831,0.022631649,1.043056094,4.149551851,20.40573246,28.98757023,25.06499418,16.58448071
2511,42,419,CIF,GG,Sine,10,1700,None,0.550327878,0.587913845,0.64394626,0.621821187,0.612491337,0.609185904,0.018531116,1.043406517,4.170030934,20.23718683,27.25219751,25.67111703,18.47308884
2512,42,419,RotSF,GG,Sine,10,1700,None,0.555685877,0.582902383,0.616010023,0.609452471,0.612064829,0.607959695,0.018947199,1.043406573,4.173527094,20.39372714,29.54971099,29.3524349,19.47166351
2513,42,419,ORSF,GG,Sine,10,1700,None,0.547635549,0.587060831,0.64378632,0.628565336,0.608919337,0.621474649,0.018330366,1.043406507,4.17175412,20.33520627,24.57526972,21.17037233,20.54873442
2514,42,419,RIST,GG,Sine,10,1700,None,0.57951698,0.592285547,0.632617156,0.599056352,0.584581756,0.570640294,0.018449007,1.043146921,4.152032369,20.20397754,24.76683314,22.08392377,18.35260048
2515,42,420,logrank,GG,Sine,10,1700,None,0.559084791,0.580565276,0.683445491,0.650121131,0.634912517,0.600565276,0.030119531,1.951576131,7.799269988,37.8206972,53.30989616,53.90337375,42.34256417
2516,42,420,L1,GG,Sine,10,1700,None,0.530067295,0.590013459,0.615100942,0.589152086,0.588102288,0.585733513,0.030119531,1.950848899,7.777969102,38.18712733,54.74037415,50.99049155,38.20187425
2517,42,420,CIF,GG,Sine,10,1700,None,0.577335128,0.601103634,0.666433378,0.641776581,0.63526245,0.633943472,0.029144069,1.951631699,7.798586307,38.11646141,56.06178535,54.97333902,42.57573587
2518,42,420,RotSF,GG,Sine,10,1700,None,0.607860027,0.627725437,0.644441454,0.630578735,0.627483176,0.628506057,0.030369094,1.951633242,7.806387698,38.37605106,58.88804142,58.09545474,45.8628917
2519,42,420,ORSF,GG,Sine,10,1700,None,0.595289367,0.61781965,0.670659489,0.655047106,0.640915209,0.614724092,0.030237596,1.951632695,7.803269577,38.39623851,53.93564968,54.51902213,44.10113667
2520,42,420,RIST,GG,Sine,10,1700,None,0.558142665,0.605706595,0.676016151,0.630605653,0.629259758,0.609555855,0.02942124,1.95106664,7.773074349,38.03726035,55.10639048,53.45599645,41.76153603
2521,43,421,logrank,GG,Sine,70,400,None,0.734286523,0.768049264,0.579699887,0.5,0.5,0.5,0.090454679,1.608463008,6.424053327,31.7969093,50.28440451,56.39815359,60.9834654
2522,43,421,L1,GG,Sine,70,400,None,0.706115515,0.791336353,0.765430351,0.647933182,0.618417327,0.607092299,0.090454679,1.609133027,6.415768356,31.71075693,50.13898247,56.2021868,60.75340608
2523,43,421,CIF,GG,Sine,70,400,None,0.677378256,0.783762741,0.765430351,0.727279162,0.584866931,0.5,0.062843352,1.609921979,6.427066073,31.7866364,50.3018234,56.40504619,60.9834654
2524,43,421,RotSF,GG,Sine,70,400,None,0.786452435,0.806129672,0.817596263,0.769606455,0.716449604,0.591520385,0.03862232,1.607288033,6.414587822,31.84170225,50.57776157,56.65819009,61.04386933
2525,43,421,ORSF,GG,Sine,70,400,None,0.712768969,0.765925821,0.679784824,0.512103624,0.5,0.5,0.072148176,1.60985794,6.428548854,31.75046468,50.27850005,56.39815359,60.9834654
2526,43,421,RIST,GG,Sine,70,400,None,0.69047282,0.720413364,0.529940544,0.508281427,0.5,0.5,0.091406573,1.609935569,6.436024728,31.86169177,50.28350356,56.39815359,60.9834654
2527,43,422,logrank,GG,Sine,70,400,None,0.644611294,0.736665102,0.491475051,0.506335054,0.5,0.5,0.089187757,0.900515973,3.581671513,17.63582055,27.46164441,30.70823182,33.14070413
2528,43,422,L1,GG,Sine,70,400,None,0.627092132,0.766150477,0.674253089,0.623572658,0.627326764,0.651180979,0.089187757,0.898276242,3.583944944,17.55416603,27.41696605,30.50051778,32.83216307
2529,43,422,CIF,GG,Sine,70,400,None,0.656421086,0.737838261,0.674253089,0.64124824,0.616299077,0.576255279,0.056499051,0.898328725,3.587017415,17.69376128,27.57553965,30.73492377,33.14442532
2530,43,422,RotSF,GG,Sine,70,400,None,0.670577194,0.687861724,0.70170499,0.740262787,0.723838573,0.661113718,0.038612963,0.897388227,3.585595819,17.73631987,27.99147898,31.20022479,33.4134409
2531,43,422,ORSF,GG,Sine,70,400,None,0.655326138,0.741983419,0.617394025,0.457531675,0.506882528,0.5,0.064209619,0.898302363,3.585304081,17.66998864,27.44664625,30.70758577,33.14070413
2532,43,422,RIST,GG,Sine,70,400,None,0.678867511,0.742921946,0.442828093,0.457218833,0.504458001,0.5,0.080706955,0.898324941,3.585813838,17.6695228,27.45703181,30.70805101,33.14070413
2533,43,423,logrank,GG,Sine,70,400,None,0.694344443,0.721460922,0.514690512,0.50220648,0.5,0.5,0.129703788,0.808715971,3.252292448,16.25106226,24.64528286,27.361973,29.3967497
2534,43,423,L1,GG,Sine,70,400,None,0.725699686,0.776390663,0.638543723,0.580884915,0.588491464,0.613575659,0.129703788,0.809161674,3.219217229,15.93562889,24.74039832,27.58804048,29.67315056
2535,43,423,CIF,GG,Sine,70,400,None,0.71669957,0.786203693,0.657531065,0.556091046,0.521135757,0.519103472,0.055387266,0.810012736,3.229923699,15.92730857,24.75441643,27.49574141,29.49645508
2536,43,423,RotSF,GG,Sine,70,400,None,0.760829172,0.779642318,0.733944954,0.721402857,0.70787365,0.643769597,0.027625031,0.80835562,3.220371976,15.91546084,25.11369632,27.92233676,29.72386875
2537,43,423,ORSF,GG,Sine,70,400,None,0.721693183,0.753687144,0.569678318,0.480954593,0.5,0.5,0.076112921,0.810017392,3.230569102,15.96282524,24.62403493,27.361973,29.3967497
2538,43,423,RIST,GG,Sine,70,400,None,0.625420973,0.708105911,0.534026245,0.48467077,0.5,0.5,0.083503126,0.810035528,3.238644135,15.93693507,24.6700026,27.361973,29.3967497
2539,43,424,logrank,GG,Sine,70,400,None,0.673506169,0.708789685,0.548315541,0.505268266,0.5,0.5,0.096444214,1.609877534,6.434172549,31.88960722,50.3327521,56.45205335,61.03850005
2540,43,424,L1,GG,Sine,70,400,None,0.716761403,0.706016914,0.660058228,0.685151809,0.662692361,0.648689866,0.096444214,1.610115096,6.42881347,31.94155287,50.16051722,56.06713677,60.44117229
2541,43,424,CIF,GG,Sine,70,400,None,0.775752114,0.772078192,0.734576459,0.652363788,0.65790933,0.551088313,0.063136748,1.610262839,6.433930726,31.91203208,50.54995041,56.60543535,61.10831277
2542,43,424,RotSF,GG,Sine,70,400,None,0.761125745,0.769028144,0.804173021,0.764799667,0.752322196,0.674961874,0.037359725,1.609436356,6.420585599,31.93881378,50.75147695,56.81419645,61.26720965
2543,43,424,ORSF,GG,Sine,70,400,None,0.707957854,0.731942326,0.718910301,0.514834327,0.502842091,0.5,0.067538781,1.610262929,6.434240127,31.8879247,50.32370862,56.45148921,61.03850005
2544,43,424,RIST,GG,Sine,70,400,None,0.632469153,0.66186053,0.664633301,0.519686677,0.5,0.5,0.079203997,1.610265477,6.440627566,31.91838926,50.34165708,56.45205335,61.03850005
2545,43,425,logrank,GG,Sine,70,400,None,0.718099264,0.77164553,0.697588852,0.499138876,0.5,0.5,0.061771514,1.336456935,5.327609683,26.39040024,41.2162547,46.02310044,49.62082337
2546,43,425,L1,GG,Sine,70,400,None,0.677704713,0.785893221,0.689055895,0.58893064,0.630577736,0.619069986,0.061771514,1.33627024,5.324441049,26.36333928,41.53768964,46.45085911,50.12153194
2547,43,425,CIF,GG,Sine,70,400,None,0.74064506,0.810865821,0.731877251,0.659699389,0.57820573,0.54250822,0.033776805,1.337066807,5.339993755,26.34362595,41.57199139,46.51603974,50.17683561
2548,43,425,RotSF,GG,Sine,70,400,None,0.79270393,0.805229372,0.789494285,0.781744168,0.78197902,0.676765305,0.019002856,1.333969277,5.31422058,26.40257584,42.00115029,47.03528746,50.57129287
2549,43,425,ORSF,GG,Sine,70,400,None,0.777125411,0.794426178,0.708626898,0.486065445,0.497573196,0.5,0.042150741,1.337062818,5.340447911,26.3420387,41.20062161,46.02218255,49.62082337
2550,43,425,RIST,GG,Sine,70,400,None,0.720995773,0.755362455,0.709331455,0.531470174,0.500469704,0.5,0.042874899,1.337069027,5.34788431,26.352582,41.23861088,46.01651984,49.62082337
2551,43,426,logrank,GG,Sine,70,400,None,0.671985537,0.719069329,0.478619714,0.498663732,0.5,0.5,0.083782893,0.819732773,3.271865485,15.99658656,24.88311447,27.84166636,30.0586028
2552,43,426,L1,GG,Sine,70,400,None,0.70649269,0.75491275,0.647932715,0.536629461,0.555494419,0.565319918,0.083782893,0.81860363,3.261057724,15.94286022,24.89993505,27.78649824,29.94933915
2553,43,426,CIF,GG,Sine,70,400,None,0.677487816,0.742021695,0.627495677,0.535057381,0.519572394,0.543468008,0.057726662,0.819667214,3.270258269,16.03832395,25.11038552,27.993932,30.0944917
2554,43,426,RotSF,GG,Sine,70,400,None,0.739742179,0.765288477,0.748860242,0.752711838,0.729680868,0.643059267,0.031777141,0.819364401,3.264362487,16.10062027,25.4277996,28.34618881,30.37722771
2555,43,426,ORSF,GG,Sine,70,400,None,0.659959126,0.715610753,0.606351203,0.441440025,0.497799088,0.5,0.059635444,0.819625276,3.270167626,16.05223589,24.88691579,27.8415124,30.0586028
2556,43,426,RIST,GG,Sine,70,400,None,0.554551171,0.625373369,0.485143845,0.45904732,0.497013048,0.5,0.074564494,0.819691514,3.277130301,16.04993231,24.87980525,27.84120447,30.0586028
2557,43,427,logrank,GG,Sine,70,400,None,0.675941307,0.742870986,0.466708195,0.495708749,0.5,0.5,0.117632064,0.847963615,3.396009913,16.77508562,26.02875259,29.07291015,31.35937544
2558,43,427,L1,GG,Sine,70,400,None,0.640919158,0.722452935,0.587486157,0.5786268,0.587763012,0.599736988,0.117632064,0.848505894,3.379986537,16.70310802,25.95295964,28.94471442,31.1776033
2559,43,427,CIF,GG,Sine,70,400,None,0.682931894,0.725290698,0.643341639,0.592815615,0.598698782,0.53765227,0.077062744,0.848567524,3.386879729,16.67786175,26.07312053,29.09554384,31.36060263
2560,43,427,RotSF,GG,Sine,70,400,None,0.723698782,0.769172204,0.7661268,0.72570598,0.685077519,0.64874031,0.041682008,0.848379296,3.380231776,16.68948621,26.30878333,29.27440794,31.39834253
2561,43,427,ORSF,GG,Sine,70,400,None,0.675318383,0.719269103,0.591085271,0.476744186,0.4964701,0.5,0.085548453,0.848541132,3.387640499,16.69716104,26.02361369,29.07284261,31.35937544
2562,43,427,RIST,GG,Sine,70,400,None,0.712624585,0.7338732,0.434939092,0.462486157,0.497093023,0.5,0.103985074,0.848533379,3.383506252,16.7271536,26.02362199,29.07284261,31.35937544
2563,43,428,logrank,GG,Sine,70,400,None,0.606139778,0.643860222,0.497224037,0.498530372,0.5,0.5,0.1043122,1.413639717,5.671490776,27.97768696,43.5006178,48.58083961,52.38753788
2564,43,428,L1,GG,Sine,70,400,None,0.7205258,0.729833442,0.622795558,0.615202482,0.641574135,0.645248204,0.1043122,1.411397954,5.641961132,27.86675856,43.60116141,48.69303767,52.52554327
2565,43,428,CIF,GG,Sine,70,400,None,0.720689092,0.730241672,0.626061398,0.61463096,0.554131287,0.565153494,0.043754636,1.41253606,5.64080284,27.84731508,43.79177555,48.86920893,52.52315248
2566,43,428,RotSF,GG,Sine,70,400,None,0.737753103,0.761512084,0.756123449,0.701583932,0.657576747,0.596505552,0.022650606,1.411510393,5.636132361,27.93158656,44.16158803,49.17335604,52.66696637
2567,43,428,ORSF,GG,Sine,70,400,None,0.664924886,0.721505552,0.583360549,0.496734161,0.5,0.5,0.057225499,1.412483313,5.638323532,27.84190065,43.48614367,48.58083961,52.38753788
2568,43,428,RIST,GG,Sine,70,400,None,0.673824298,0.726322665,0.327808622,0.500571522,0.5,0.5,0.082146024,1.412550637,5.639660911,27.94875278,43.48889821,48.58083961,52.38753788
2569,43,429,logrank,GG,Sine,70,400,None,0.670949546,0.682779693,0.558523974,0.508539643,0.5,0.5,0.094815487,1.391181392,5.593841211,27.38750872,43.15379272,48.38592672,52.30554817
2570,43,429,L1,GG,Sine,70,400,None,0.677295519,0.729238483,0.660451269,0.681917894,0.69241617,0.68669696,0.094815487,1.391349189,5.549862836,27.33059744,43.02317322,48.21024645,52.0704495
2571,43,429,CIF,GG,Sine,70,400,None,0.721168913,0.769116264,0.64697587,0.634283924,0.615167659,0.537135694,0.069509786,1.39189175,5.552841661,27.44026354,43.26069369,48.45094746,52.31009247
2572,43,429,RotSF,GG,Sine,70,400,None,0.776010655,0.778596051,0.774522093,0.767392667,0.7634754,0.622140395,0.04405876,1.390242044,5.54326537,27.42830014,43.51839283,48.73340625,52.48046226
2573,43,429,ORSF,GG,Sine,70,400,None,0.625117518,0.701034159,0.587590097,0.544343466,0.502585396,0.5,0.074856159,1.391747578,5.554216272,27.42311843,43.15349776,48.38528669,52.30554817
2574,43,429,RIST,GG,Sine,70,400,None,0.571607647,0.674631777,0.555703541,0.503603886,0.5,0.5,0.091301874,1.391896547,5.559539708,27.38959127,43.15639586,48.38592672,52.30554817
2575,43,430,logrank,GG,Sine,70,400,None,0.720158922,0.748229401,0.531093453,0.5,0.5,0.5,0.088170616,0.725355254,2.882004859,14.11753767,22.13141344,24.80381037,26.80810806
2576,43,430,L1,GG,Sine,70,400,None,0.756261876,0.792710313,0.692952151,0.711694593,0.712212817,0.713594749,0.088170616,0.725685762,2.8483262,14.1533809,21.34924649,23.67694679,25.42439891
2577,43,430,CIF,GG,Sine,70,400,None,0.74814303,0.767576438,0.653998964,0.52461565,0.498445327,0.5,0.07142308,0.727318965,2.896315333,14.10611203,22.13356105,24.80356618,26.80810806
2578,43,430,RotSF,GG,Sine,70,400,None,0.753584384,0.757125583,0.752288824,0.761875972,0.73950596,0.70884436,0.039707385,0.724419696,2.878983157,14.1933281,22.49410826,25.17581312,27.01805195
2579,43,430,ORSF,GG,Sine,70,400,None,0.737433063,0.759284851,0.551908793,0.5,0.5,0.5,0.077999531,0.727294219,2.897354601,14.09277039,22.13141344,24.80381037,26.80810806
2580,43,430,RIST,GG,Sine,70,400,None,0.74935222,0.76161686,0.56270513,0.5,0.5,0.5,0.086818706,0.727331942,2.904495412,14.06213211,22.13141344,24.80381037,26.80810806
2581,44,431,logrank,GG,Sine,70,1700,None,0.744879242,0.774839499,0.434118007,0.510929379,0.50588505,0.5,0.105025093,0.982487394,3.918528758,19.52822525,29.71294621,33.06751812,35.55868697
2582,44,431,L1,GG,Sine,70,1700,None,0.765744421,0.779578111,0.586747172,0.622133904,0.640476918,0.6433048,0.105025093,0.982909924,3.918208492,19.38407168,29.98897366,33.45596984,36.04419525
2583,44,431,CIF,GG,Sine,70,1700,None,0.775985937,0.780418832,0.65415775,0.581244268,0.619993886,0.562595537,0.045748174,0.982242949,3.914703807,19.27014592,29.93603503,33.26611533,35.66748564
2584,44,431,RotSF,GG,Sine,70,1700,None,0.793946805,0.782253134,0.782176704,0.757795781,0.774992357,0.753439315,0.026809061,0.980918485,3.912700614,19.3337122,30.49782295,34.13030241,36.50545755
2585,44,431,ORSF,GG,Sine,70,1700,None,0.737618465,0.772011617,0.486624885,0.48318557,0.501146438,0.5,0.066844707,0.982095611,3.916521415,19.34935081,29.66651807,33.0590429,35.55868697
2586,44,431,RIST,GG,Sine,70,1700,None,0.750305717,0.776826659,0.36563742,0.442295934,0.475160501,0.50397432,0.083831892,0.98211714,3.917191242,19.3699355,29.66500234,33.04190638,35.55864856
2587,44,432,logrank,GG,Sine,70,1700,None,0.740872907,0.794743343,0.508989844,0.512077958,0.5,0.5,0.102910627,0.790686694,3.145213555,15.71832826,23.8147012,26.4436369,28.39374588
2588,44,432,L1,GG,Sine,70,1700,None,0.788841614,0.784037881,0.68713972,0.675199012,0.677875377,0.681718364,0.102910627,0.788393249,3.152279992,15.4943425,23.81564274,26.48134796,28.43376789
2589,44,432,CIF,GG,Sine,70,1700,None,0.764891573,0.783557508,0.721589349,0.671012901,0.689747461,0.642259127,0.045238364,0.791922867,3.146619432,15.36112766,23.83762119,26.50600051,28.45693584
2590,44,432,RotSF,GG,Sine,70,1700,None,0.811213286,0.804488059,0.792341477,0.77147955,0.780812517,0.755833105,0.022916386,0.790400739,3.143819011,15.42449313,24.35759907,27.16447136,29.13565453
2591,44,432,ORSF,GG,Sine,70,1700,None,0.805723305,0.803870436,0.572330497,0.503019489,0.507823223,0.5,0.07233775,0.791576245,3.145155615,15.37140215,23.78319481,26.43684443,28.39374588
2592,44,432,RIST,GG,Sine,70,1700,None,0.781773264,0.778959649,0.39129838,0.464452374,0.506725226,0.506862476,0.089222988,0.790684737,3.147789657,15.62297091,23.75934392,26.42407968,28.39355593
2593,44,433,logrank,GG,Sine,70,1700,None,0.769382193,0.807162326,0.608570563,0.526499091,0.501741369,0.5,0.093206764,1.396081441,5.564084045,27.53476458,43.17858286,48.32946965,52.17821211
2594,44,433,L1,GG,Sine,70,1700,None,0.802316778,0.828815869,0.735311932,0.764385221,0.752119927,0.737204724,0.093206764,1.392931791,5.610899644,27.55656887,43.10369411,48.20837483,52.03734782
2595,44,433,CIF,GG,Sine,70,1700,None,0.810266505,0.833055724,0.73432768,0.715778316,0.644912174,0.635675348,0.056815223,1.396031632,5.559424139,27.40908818,43.21791599,48.38628994,52.18355689
2596,44,433,RotSF,GG,Sine,70,1700,None,0.806783767,0.816929134,0.789142944,0.81003937,0.798455482,0.73970321,0.0442293,1.394216508,5.566364944,27.48432035,43.61074274,48.81353789,52.47383156
2597,44,433,ORSF,GG,Sine,70,1700,None,0.813824955,0.836387038,0.643322229,0.550272562,0.515748031,0.5,0.074357616,1.395210871,5.559413334,27.39181569,43.1566371,48.32567742,52.17821211
2598,44,433,RIST,GG,Sine,70,1700,None,0.755451242,0.816399152,0.52642338,0.54482132,0.528543307,0.504845548,0.086457844,1.394555772,5.558288555,27.49598158,43.15565469,48.32250166,52.17769892
2599,44,434,logrank,GG,Sine,70,1700,None,0.729662892,0.733632696,0.540804373,0.501366654,0.5,0.5,0.10405785,0.94351508,3.769615236,18.67357604,28.68179082,31.89268999,34.2921454
2600,44,434,L1,GG,Sine,70,1700,None,0.776584667,0.743524665,0.695106078,0.699206039,0.716061434,0.726408955,0.10405785,0.940263244,3.746307248,18.50796506,28.71481251,32.03366405,34.46210211
2601,44,434,CIF,GG,Sine,70,1700,None,0.781335416,0.741442145,0.690485487,0.616425875,0.609071977,0.585643629,0.046016796,0.945993652,3.760293711,18.42579178,28.76902863,32.00283716,34.38598371
2602,44,434,RotSF,GG,Sine,70,1700,None,0.771183132,0.777756085,0.790121046,0.751724587,0.736821554,0.702850449,0.029871195,0.945060538,3.765081617,18.53056295,29.32687287,32.77209217,35.09204159
2603,44,434,ORSF,GG,Sine,70,1700,None,0.737667578,0.765781596,0.529155278,0.50260315,0.5,0.5,0.075861453,0.945944644,3.762790546,18.47388658,28.63332861,31.89268999,34.2921454
2604,44,434,RIST,GG,Sine,70,1700,None,0.705128205,0.749837303,0.487309645,0.460952753,0.499934921,0.5,0.08789298,0.946446714,3.769569415,18.6056179,28.63320988,31.88365593,34.2921454
2605,44,435,logrank,GG,Sine,70,1700,None,0.794271149,0.787352834,0.49016871,0.516567545,0.504794271,0.5,0.108254993,0.816273338,3.239958981,16.16866143,24.70811395,27.49576052,29.57151903
2606,44,435,L1,GG,Sine,70,1700,None,0.779038718,0.792389853,0.687219323,0.690557106,0.701541449,0.71337541,0.108254993,0.811054208,3.251760081,16.03313841,24.74658969,27.58107846,29.67042361
2607,44,435,CIF,GG,Sine,70,1700,None,0.76635514,0.775822309,0.698749848,0.654266294,0.599344581,0.520754946,0.053496392,0.815149869,3.238190559,15.93254048,24.82911078,27.58771809,29.61241378
