Observation,FLC,Dataset,Method,DGM.Y,DGM.X,Censoring,SampleSize,ExtraVars,Cindex2.5,Cindex10,Cindex50,Cindex80,Cindex90,Cindex97.5,IBS,qloss2.5,qloss10,qloss50,qloss80,qloss90,qloss97.5
4534,76,756,RotSF,AFT,Sine,70,1700,Noise,0.926900585,0.93019943,0.935147698,0.924576398,0.909431699,0.88094167,0.023770706,0.436981008,1.735551096,8.495883811,13.44349975,15.08094818,16.29724694
4535,76,756,ORSF,AFT,Sine,70,1700,Noise,0.891887839,0.917528865,0.939721098,0.621082621,0.5,0.5,0.042953644,0.442740249,1.764879751,8.434389073,13.43947212,15.01669296,16.18880595
4536,76,756,RIST,AFT,Sine,70,1700,Noise,0.917978707,0.923301844,0.936872095,0.832808517,0.708352077,0.614260009,0.029342463,0.441017534,1.750083624,8.407316502,13.38692121,14.99769304,16.18692988
4537,76,757,logrank,AFT,Sine,70,1700,Noise,0.84375,0.865298764,0.863238324,0.605769231,0.528760302,0.5,0.042808631,0.396361921,1.5738373,7.561239335,11.9671299,13.38255208,14.4350066
4538,76,757,L1,AFT,Sine,70,1700,Noise,0.909254808,0.91457761,0.888307005,0.741586538,0.741844093,0.742445055,0.042808631,0.389266029,1.536253586,7.584743751,11.76540561,13.10901845,14.10983493
4539,76,757,CIF,AFT,Sine,70,1700,Noise,0.919557005,0.929859203,0.932864011,0.856799451,0.727764423,0.533138736,0.033388293,0.396618308,1.578150822,7.533855262,11.94796407,13.38063352,14.43497146
4540,76,757,RotSF,AFT,Sine,70,1700,Noise,0.924708104,0.926253434,0.920157967,0.89998283,0.885302198,0.856456044,0.021472181,0.391354451,1.545405718,7.529145065,11.92273613,13.36776648,14.44639963
4541,76,757,ORSF,AFT,Sine,70,1700,Noise,0.890539148,0.910199176,0.928571429,0.687757555,0.5,0.5,0.038258427,0.396615144,1.579114187,7.547136696,11.96622869,13.38383034,14.4350066
4542,76,757,RIST,AFT,Sine,70,1700,Noise,0.925480769,0.922991071,0.92762706,0.864096841,0.751287775,0.578725962,0.022843406,0.39424231,1.560552179,7.515366505,11.91215192,13.36367622,14.43430208
4543,76,758,logrank,AFT,Sine,70,1700,Noise,0.837415541,0.862837838,0.869172297,0.651013514,0.516300676,0.5,0.047022346,0.79922874,3.179519342,15.52532394,24.7434566,27.72993183,29.9481971
4544,76,758,L1,AFT,Sine,70,1700,Noise,0.888006757,0.897635135,0.856081081,0.788260135,0.762837838,0.762837838,0.047022346,0.799956351,3.148510548,15.59232997,24.62672693,27.56350497,29.75739158
4545,76,758,CIF,AFT,Sine,70,1700,Noise,0.880489865,0.913006757,0.910050676,0.752702703,0.622635135,0.5,0.03692577,0.799832434,3.190922964,15.51696123,24.72247071,27.72568604,29.9481971
4546,76,758,RotSF,AFT,Sine,70,1700,Noise,0.915962838,0.911739865,0.907516892,0.902533784,0.894003378,0.794594595,0.023799242,0.795797851,3.148497272,15.50458707,24.65954798,27.68277053,29.94176512
4547,76,758,ORSF,AFT,Sine,70,1700,Noise,0.86722973,0.902195946,0.921452703,0.697719595,0.516469595,0.5,0.03792006,0.79977883,3.192221346,15.49650967,24.74385628,27.73024176,29.9481971
4548,76,758,RIST,AFT,Sine,70,1700,Noise,0.910050676,0.906756757,0.904983108,0.832432432,0.786739865,0.652364865,0.030934157,0.797201488,3.169752195,15.55327988,24.66777728,27.69663318,29.94471125
4549,76,759,logrank,AFT,Sine,70,1700,Noise,0.853433275,0.876656405,0.860661223,0.637933342,0.511711953,0.5,0.058585041,0.828330615,3.294607932,16.22262003,25.78907606,28.89177396,31.19979697
4550,76,759,L1,AFT,Sine,70,1700,Noise,0.89994646,0.909182171,0.847878463,0.784500067,0.778276001,0.778276001,0.058585041,0.822407899,3.300745944,16.37564094,25.74040286,28.82178355,31.13118137
4551,76,759,CIF,AFT,Sine,70,1700,Noise,0.886628296,0.901284969,0.907375184,0.802636863,0.663365011,0.541092223,0.045981544,0.828816896,3.307949943,16.18538393,25.77800202,28.8841017,31.19931889
4552,76,759,RotSF,AFT,Sine,70,1700,Noise,0.898407174,0.894726275,0.889773792,0.883817427,0.867219917,0.828269308,0.032396659,0.825673128,3.285002504,16.21338321,25.73758536,28.87786965,31.22334007
4553,76,759,ORSF,AFT,Sine,70,1700,Noise,0.862200509,0.893253915,0.917815553,0.635791728,0.5,0.5,0.050224227,0.828838669,3.308877791,16.15486896,25.79636748,28.89240279,31.19979697
4554,76,759,RIST,AFT,Sine,70,1700,Noise,0.895663231,0.904296614,0.891179226,0.858385758,0.776268237,0.643019676,0.04003863,0.826591839,3.288792281,16.17217997,25.71508932,28.85946725,31.19693356
4555,76,760,logrank,AFT,Sine,70,1700,Noise,0.761582509,0.808172827,0.793662155,0.60150963,0.50468506,0.5,0.070999031,0.426440986,1.690853472,8.260985287,13.07383841,14.62023232,15.76864723
4556,76,760,L1,AFT,Sine,70,1700,Noise,0.861400312,0.87968506,0.843896408,0.723646538,0.698594482,0.688248308,0.070999031,0.415985156,1.699720926,8.233110123,12.79213209,14.24682854,15.33167154
4557,76,760,CIF,AFT,Sine,70,1700,Noise,0.885671525,0.892894326,0.87975013,0.781363873,0.563833941,0.5,0.055577556,0.426841808,1.699038619,8.2170899,13.06318257,14.61898568,15.76864723
4558,76,760,RotSF,AFT,Sine,70,1700,Noise,0.895366996,0.890942218,0.889575742,0.854437793,0.818193649,0.772969807,0.033058037,0.4224763,1.663836652,8.184428844,13.00774729,14.59035992,15.76592421
4559,76,760,ORSF,AFT,Sine,70,1700,Noise,0.878253514,0.883133784,0.879880271,0.602876106,0.5,0.5,0.061151234,0.426890933,1.700618459,8.223951429,13.08231136,14.62045571,15.76864723
4560,76,760,RIST,AFT,Sine,70,1700,Noise,0.896017699,0.882678293,0.881507028,0.820340968,0.743362832,0.583550234,0.043600105,0.424595844,1.683733378,8.202658172,13.02243695,14.60041947,15.76750921
4561,77,761,logrank,AFT,Piecewise,10,400,Noise,0.641356651,0.685595281,0.781471517,0.774253635,0.74975423,0.620789569,0.035354781,0.464233534,1.847207541,7.6185154,9.53445278,10.17444771,9.619132546
4562,77,761,L1,AFT,Piecewise,10,400,Noise,0.670823201,0.760128318,0.770450665,0.742898536,0.730610027,0.608164744,0.035354781,0.464345725,1.851766982,8.027429355,11.44829848,11.03142502,8.950326462
4563,77,761,CIF,AFT,Piecewise,10,400,Noise,0.718476742,0.793216743,0.825761888,0.795286387,0.775779997,0.564960935,0.045337237,0.464333976,1.853070572,8.445206145,10.84968696,11.92462301,10.23025033
4564,77,761,RotSF,AFT,Piecewise,10,400,Noise,0.832358876,0.834118073,0.83825736,0.838283231,0.835152895,0.826951933,0.04976746,0.455394848,1.924936772,9.180703757,10.44904986,9.615091406,8.613416056
4565,77,761,ORSF,AFT,Piecewise,10,400,Noise,0.730428934,0.772416826,0.813706214,0.786749107,0.764578051,0.594867284,0.041412877,0.464427636,1.853372773,8.518129471,10.16953066,10.72039282,10.07480745
4566,77,761,RIST,AFT,Piecewise,10,400,Noise,0.805168935,0.837377762,0.850287163,0.844181715,0.843276246,0.790862524,0.030185423,0.456513105,1.754047887,7.066048963,9.134208448,8.83533976,8.800105787
4567,77,762,logrank,AFT,Piecewise,10,400,Noise,0.615438798,0.670849421,0.768522383,0.777418345,0.782009809,0.701293958,0.020600361,1.695263281,6.775022194,32.87217616,45.18866285,47.09011617,50.37692228
4568,77,762,L1,AFT,Piecewise,10,400,Noise,0.702572263,0.761869978,0.784722947,0.743660649,0.706485443,0.637978712,0.020600361,1.695327714,6.77466066,32.82382412,46.99911463,52.54088455,44.4996792
4569,77,762,CIF,AFT,Piecewise,10,400,Noise,0.738651779,0.810732547,0.829254931,0.836324742,0.823489513,0.719451111,0.023469879,1.695422905,6.77590696,33.32344651,48.59134835,51.22855771,50.73952721
4570,77,762,RotSF,AFT,Piecewise,10,400,Noise,0.813445685,0.815897944,0.827846186,0.829620161,0.82938537,0.814906605,0.01889664,1.69078111,6.694958397,30.41538256,45.28671262,47.15751379,48.82740982
4571,77,762,ORSF,AFT,Piecewise,10,400,Noise,0.737451737,0.785896901,0.838646562,0.836507357,0.810810811,0.730251487,0.021530883,1.695395865,6.776243757,33.28037555,47.46566364,48.59474698,50.28612581
4572,77,762,RIST,AFT,Piecewise,10,400,Noise,0.81130648,0.825993948,0.838124804,0.843290201,0.839116143,0.804758426,0.017464686,1.687210877,6.676701163,30.50080113,44.18254809,47.02085763,49.37116903
4573,77,763,logrank,AFT,Piecewise,10,400,Noise,0.679167744,0.694856552,0.780356681,0.784647196,0.767278367,0.651563712,0.037739413,0.622099026,2.481708086,11.55339798,13.85231937,14.6996382,15.08717062
4574,77,763,L1,AFT,Piecewise,10,400,Noise,0.699767382,0.752726803,0.775807702,0.735926596,0.68981649,0.642465753,0.037739413,0.622395896,2.480388245,11.30821956,14.39584802,13.5274073,12.38827337
4575,77,763,CIF,AFT,Piecewise,10,400,Noise,0.727138796,0.790178341,0.812613078,0.796975963,0.786611528,0.588369088,0.043937806,0.622475041,2.483005978,11.99438766,15.70079148,15.36634942,15.53303769
4576,77,763,RotSF,AFT,Piecewise,10,400,Noise,0.81860946,0.82703541,0.825510468,0.806901008,0.803489274,0.79516671,0.032958945,0.61809293,2.396383684,10.22880054,13.73656908,14.03984375,13.98068239
4577,77,763,ORSF,AFT,Piecewise,10,400,Noise,0.721219953,0.773662445,0.817239597,0.811630912,0.787671233,0.645231326,0.042759011,0.622368712,2.482852457,12.01389051,15.7658044,14.91121176,15.10354178
4578,77,763,RIST,AFT,Piecewise,10,400,Noise,0.804523133,0.816696821,0.814887568,0.809278883,0.795761179,0.775420005,0.031009712,0.618350395,2.439226449,10.16006821,13.75474902,14.15486224,14.20482637
4579,77,764,logrank,AFT,Piecewise,10,400,Noise,0.630562272,0.635500797,0.751015999,0.743093781,0.717475179,0.632054118,0.021127399,0.500035552,1.994628969,9.278402346,11.44607916,11.36367539,10.66913818
4580,77,764,L1,AFT,Piecewise,10,400,Noise,0.627038428,0.725140182,0.73789804,0.696332116,0.647487011,0.591774268,0.021127399,0.499861106,1.994225921,9.264113618,12.27599164,12.77789347,11.36115252
4581,77,764,CIF,AFT,Piecewise,10,400,Noise,0.695972015,0.787026082,0.796517311,0.773728072,0.745691651,0.57693297,0.02362567,0.499802574,1.994161283,9.568938532,12.27213104,12.94978986,12.16169987
4582,77,764,RotSF,AFT,Piecewise,10,400,Noise,0.777200473,0.796748804,0.808426359,0.806857349,0.80325634,0.801430115,0.019922645,0.500466873,1.936212488,8.72063167,11.6225544,11.64247689,11.10585694
4583,77,764,ORSF,AFT,Piecewise,10,400,Noise,0.694737384,0.752842224,0.790961469,0.78820927,0.762384896,0.683111271,0.023279553,0.499862467,1.994078499,9.603360363,12.5674376,11.99228581,10.35294915
4584,77,764,RIST,AFT,Piecewise,10,400,Noise,0.785071249,0.822058748,0.82504244,0.811538659,0.797751942,0.778460826,0.01959644,0.493829573,1.903768733,7.973944509,11.32992445,10.74172262,9.652584959
4585,77,765,logrank,AFT,Piecewise,10,400,Noise,0.606817823,0.679283497,0.76271766,0.769977379,0.750644432,0.66066074,0.041364609,0.555489522,2.21447833,10.03595508,10.66972043,10.24150341,9.891457022
4586,77,765,L1,AFT,Piecewise,10,400,Noise,0.673181125,0.763533063,0.770319322,0.749092535,0.720290389,0.628307644,0.041364609,0.555466881,2.214622418,10.06887234,9.581274557,8.468235368,7.457590466
4587,77,765,CIF,AFT,Piecewise,10,400,Noise,0.76674207,0.7930454,0.830054185,0.828134042,0.813377874,0.608474933,0.049404432,0.555500049,2.215763323,10.52169403,13.23958688,11.58758424,10.44918544
4588,77,765,RotSF,AFT,Piecewise,10,400,Noise,0.825950865,0.829738545,0.81824399,0.823715082,0.821400389,0.774107002,0.036288166,0.546574154,2.139049987,8.539420732,9.958601928,9.926606846,9.220978099
4589,77,765,ORSF,AFT,Piecewise,10,400,Noise,0.754405808,0.808011994,0.840575517,0.833999684,0.807696354,0.720816455,0.045933327,0.555352225,2.216183249,10.52275195,12.68225082,10.49769936,9.901136846
4590,77,765,RIST,AFT,Piecewise,10,400,Noise,0.803119575,0.829501815,0.831763901,0.837734757,0.837287601,0.789625967,0.030826011,0.549792204,2.094383511,8.418274803,9.521417039,9.616410249,9.136015352
4591,77,766,logrank,AFT,Piecewise,10,400,Noise,0.625222164,0.666309462,0.742681652,0.741348667,0.721928907,0.599424987,0.039719984,0.43457633,1.730583712,7.758501531,8.571956903,8.737203245,8.070608945
4592,77,766,L1,AFT,Piecewise,10,400,Noise,0.630632514,0.696419237,0.724803973,0.701045478,0.664166231,0.588290643,0.039719984,0.434479224,1.732358198,8.169916581,8.678338716,9.651294138,7.302740532
4593,77,766,CIF,AFT,Piecewise,10,400,Noise,0.756743335,0.775352849,0.8012023,0.771484579,0.750130685,0.564871929,0.048054854,0.434153634,1.731829646,8.268428847,8.746938685,10.01910492,8.362365928
4594,77,766,RotSF,AFT,Piecewise,10,400,Noise,0.787532671,0.801254574,0.805593309,0.797020387,0.793178254,0.783664401,0.036681998,0.432464628,1.696579483,6.16593066,8.408437272,7.896251997,6.946013052
4595,77,766,ORSF,AFT,Piecewise,10,400,Noise,0.718348144,0.770674334,0.807997909,0.796445374,0.785807632,0.652012546,0.041221131,0.433982946,1.731206154,8.211621484,8.822490565,8.231355156,7.996555126
4596,77,766,RIST,AFT,Piecewise,10,400,Noise,0.778463147,0.809487716,0.82422896,0.812205959,0.798588604,0.749947726,0.038032257,0.431135503,1.688324287,6.781995129,7.990815901,7.782683484,7.331706858
4597,77,767,logrank,AFT,Piecewise,10,400,Noise,0.647926697,0.665191282,0.741755966,0.736242688,0.738235751,0.657607289,0.032134469,0.477022121,1.900244421,8.05212089,8.531268256,7.448962995,7.130966035
4598,77,767,L1,AFT,Piecewise,10,400,Noise,0.697908578,0.737252161,0.725656158,0.716130869,0.703033597,0.632085728,0.032134469,0.477046161,1.899553004,8.474872305,10.32139854,8.759328066,6.77344204
4599,77,767,CIF,AFT,Piecewise,10,400,Noise,0.738080447,0.790107159,0.823885697,0.802712637,0.792462598,0.608117202,0.03807072,0.476970407,1.90190147,8.939498417,9.651988943,9.017286883,7.984253708
4600,77,767,RotSF,AFT,Piecewise,10,400,Noise,0.80944246,0.812056738,0.824739866,0.807837656,0.798881814,0.774110887,0.028692524,0.470758308,1.837871575,7.312457791,8.779551835,7.613920827,5.698710354
4601,77,767,ORSF,AFT,Piecewise,10,400,Noise,0.729642284,0.776440441,0.812030854,0.805223378,0.792022571,0.648599679,0.035349429,0.477090521,1.902420268,8.857649774,9.412459726,8.008840541,7.524963655
4602,77,767,RIST,AFT,Piecewise,10,400,Noise,0.809416576,0.821090231,0.824351607,0.834446343,0.834446343,0.808044727,0.025136336,0.468201336,1.800473953,6.943142687,8.074588686,6.562331335,5.70841668
4603,77,768,logrank,AFT,Piecewise,10,400,Noise,0.621847658,0.67261966,0.733479156,0.759392692,0.735409161,0.640504375,0.028259741,0.580967947,2.317881695,10.79932783,13.91718256,12.52917333,7.21748907
4604,77,768,L1,AFT,Piecewise,10,400,Noise,0.706253217,0.746551724,0.759752959,0.727020072,0.672439527,0.650334534,0.028259741,0.581113537,2.316378391,10.76807519,14.21471986,13.42995663,11.9528758
4605,77,768,CIF,AFT,Piecewise,10,400,Noise,0.709933093,0.761374164,0.784251158,0.772027792,0.738754503,0.713896037,0.029757462,0.581180315,2.31792234,11.10696921,14.73358429,14.12374299,11.72700169
4606,77,768,RotSF,AFT,Piecewise,10,400,Noise,0.807231086,0.823520329,0.819840453,0.808106022,0.804580546,0.785434894,0.022234565,0.576377255,2.331522896,10.00976217,12.67936971,12.85676462,11.85677448
4607,77,768,ORSF,AFT,Piecewise,10,400,Noise,0.701235203,0.773623263,0.806716418,0.813432836,0.786618631,0.69863613,0.029355289,0.581314669,2.318791692,11.10945579,14.56131225,13.87498685,8.411568731
4608,77,768,RIST,AFT,Piecewise,10,400,Noise,0.794595986,0.824369532,0.819634586,0.81868245,0.814359238,0.795985589,0.019500321,0.566779467,2.277604995,9.471560716,11.70345283,11.78876726,11.17129228
4609,77,769,logrank,AFT,Piecewise,10,400,Noise,0.638952759,0.701557274,0.756506062,0.775005226,0.753239967,0.682718436,0.061148224,1.118667543,4.469305966,21.46115752,30.15058206,32.14481301,33.78666791
4610,77,769,L1,AFT,Piecewise,10,400,Noise,0.671509197,0.745923913,0.779238085,0.746786162,0.696096363,0.651834239,0.061148224,1.118668588,4.467647655,21.4706784,30.51577702,24.61134886,20.1269605
4611,77,769,CIF,AFT,Piecewise,10,400,Noise,0.758099916,0.796639841,0.827053721,0.812578386,0.787024457,0.68222199,0.069966938,1.118711986,4.470013947,21.92561859,31.69832131,32.76788372,33.79285864
4612,77,769,RotSF,AFT,Piecewise,10,400,Noise,0.783209657,0.795646948,0.809312291,0.813257734,0.808841973,0.80701296,0.04899711,1.113694098,4.3818494,19.87747825,29.0686296,31.86409988,33.52679785
4613,77,769,ORSF,AFT,Piecewise,10,400,Noise,0.717809365,0.773724916,0.804582985,0.78569189,0.766434992,0.69975439,0.06721877,1.118758097,4.469866184,21.84542792,31.58190742,32.34536024,33.49574895
4614,77,769,RIST,AFT,Piecewise,10,400,Noise,0.801133988,0.830163043,0.833559783,0.842992266,0.84291388,0.821383779,0.038215997,1.107230386,4.293306849,19.32308224,28.49505525,31.54014454,33.49240446
4615,77,770,logrank,AFT,Piecewise,10,400,Noise,0.591843088,0.644951225,0.724808012,0.728855334,0.735808427,0.68791511,0.03212968,0.809335119,3.232487066,15.60978296,21.84095254,20.88595913,17.25002551
4616,77,770,L1,AFT,Piecewise,10,400,Noise,0.664331673,0.746056455,0.745148402,0.704493566,0.673827314,0.628761934,0.03212968,0.809346467,3.23070184,15.61105272,22.08788987,22.19719281,20.37954041
4617,77,770,CIF,AFT,Piecewise,10,400,Noise,0.717569531,0.770055002,0.79607721,0.767486509,0.726494396,0.676551474,0.036601363,0.809189012,3.232556221,15.79001566,23.32335276,24.10918029,21.13704085
4618,77,770,RotSF,AFT,Piecewise,10,400,Noise,0.770444168,0.77988792,0.775166044,0.771637609,0.766448734,0.764995849,0.027367762,0.804210055,3.216566339,14.82401016,19.9714002,20.94071776,19.49931638
4619,77,770,ORSF,AFT,Piecewise,10,400,Noise,0.688096721,0.762245745,0.79049917,0.782845579,0.758120589,0.715156704,0.035740906,0.809430075,3.232936309,15.79432498,23.09951162,23.14018272,18.76101223
4620,77,770,RIST,AFT,Piecewise,10,400,Noise,0.821606476,0.822073474,0.806506849,0.808322956,0.797581984,0.787074512,0.024205144,0.804705376,3.193723785,14.40150264,19.35541522,19.56826559,19.42387981
4621,78,771,logrank,AFT,Piecewise,10,1700,Noise,0.788320424,0.834335508,0.856782511,0.848450876,0.831252548,0.758051366,0.024714802,0.567869645,2.239127072,9.35394471,10.74690404,10.31855579,8.842583444
4622,78,771,L1,AFT,Piecewise,10,1700,Noise,0.793263351,0.833800448,0.85245108,0.823124745,0.789747248,0.733056461,0.024714802,0.56819108,2.243777221,9.166960143,9.68494562,10.02296708,7.684762323
4623,78,771,CIF,AFT,Piecewise,10,1700,Noise,0.830564615,0.858693437,0.884809417,0.87115267,0.856604158,0.813875866,0.026920009,0.568979892,2.265820613,10.14347456,11.12171087,9.795645174,9.672731743
4624,78,771,RotSF,AFT,Piecewise,10,1700,Noise,0.854081737,0.858132898,0.857113738,0.853088055,0.853164492,0.842335915,0.022067912,0.562014286,2.187520223,8.865288519,9.934970641,9.814602953,8.28614043
4625,78,771,ORSF,AFT,Piecewise,10,1700,Noise,0.806385039,0.85476967,0.893319405,0.8842234,0.861852833,0.803353037,0.025258676,0.568967358,2.265156667,10.18516664,10.1026658,8.907165711,9.063700289
4626,78,771,RIST,AFT,Piecewise,10,1700,Noise,0.874643294,0.880477986,0.888605789,0.884045047,0.874719731,0.861215858,0.019053164,0.549013047,2.106115297,7.787776715,9.667629984,9.585454167,8.035613924
4627,78,772,logrank,AFT,Piecewise,10,1700,Noise,0.786360347,0.820265661,0.849338433,0.853835022,0.851690097,0.805819723,0.012293466,0.531658262,2.093315185,8.071070048,5.786921505,6.210888289,4.173708656
4628,78,772,L1,AFT,Piecewise,10,1700,Noise,0.812461236,0.847090139,0.854145131,0.84228344,0.821015092,0.741601199,0.012293466,0.532135225,2.106333583,8.282817013,8.87961916,6.790313883,4.40752335
4629,78,772,CIF,AFT,Piecewise,10,1700,Noise,0.832308249,0.853912549,0.878928055,0.878721315,0.863267521,0.813158983,0.012661896,0.532683088,2.121304448,9.341580961,9.087396718,6.741409281,4.730029327
4630,78,772,RotSF,AFT,Piecewise,10,1700,Noise,0.851431673,0.845901385,0.844712632,0.841766591,0.840474468,0.833910482,0.012036788,0.522096151,2.011739659,7.68885727,6.716678883,5.385841209,2.494218399
4631,78,772,ORSF,AFT,Piecewise,10,1700,Noise,0.823909448,0.84993281,0.88202915,0.878617945,0.865438288,0.815949969,0.01241606,0.532709674,2.120496016,9.387625198,7.722727333,4.810221269,4.464736599
4632,78,772,RIST,AFT,Piecewise,10,1700,Noise,0.864378747,0.874431466,0.885466198,0.88024602,0.882597685,0.86975398,0.008569874,0.507810116,1.883675465,5.780923986,4.199114102,4.309350264,2.498333219
4633,78,773,logrank,AFT,Piecewise,10,1700,Noise,0.757253995,0.824222035,0.841857653,0.843014087,0.850636039,0.798964466,0.018959347,0.484412339,1.915347265,7.698973603,9.705328398,9.389830572,8.682825476
4634,78,773,L1,AFT,Piecewise,10,1700,Noise,0.801829268,0.846614802,0.854630992,0.843960261,0.814287216,0.737068966,0.018959347,0.484837947,1.918037364,7.572101374,10.573176,10.78218999,9.082927434
4635,78,773,CIF,AFT,Piecewise,10,1700,Noise,0.824116905,0.848769975,0.885092515,0.871031329,0.854525862,0.763430404,0.021802177,0.48511349,1.930519151,8.578269531,9.07356097,10.53942447,9.884322221
4636,78,773,RotSF,AFT,Piecewise,10,1700,Noise,0.861832422,0.861595879,0.8620164,0.862095248,0.859125315,0.855393188,0.016627729,0.478176423,1.849013987,7.354324687,9.753196486,9.253746405,7.941103635
4637,78,773,ORSF,AFT,Piecewise,10,1700,Noise,0.809845458,0.841647393,0.873107653,0.868849874,0.856207948,0.799095879,0.019997451,0.485058552,1.93046108,8.506060801,8.749419191,9.185646487,9.344371004
4638,78,773,RIST,AFT,Piecewise,10,1700,Noise,0.850609756,0.861753574,0.876025021,0.873843566,0.872371741,0.857732338,0.013885867,0.468997446,1.765452179,6.749318325,9.04793998,8.863592516,7.933266028
4639,78,774,logrank,AFT,Piecewise,10,1700,Noise,0.760431208,0.801871672,0.846724575,0.854867897,0.86443307,0.80639574,0.01981912,1.337887537,5.33378752,24.26478614,32.66781626,35.28266812,35.24569347
4640,78,774,L1,AFT,Piecewise,10,1700,Noise,0.809342847,0.829765783,0.846698723,0.836202885,0.801096117,0.747557003,0.01981912,1.337787235,5.327147733,23.53992246,31.76521898,33.48193997,33.30121377
4641,78,774,CIF,AFT,Piecewise,10,1700,Noise,0.823768161,0.845457836,0.882581045,0.883589266,0.86244248,0.80781759,0.021455411,1.338355951,5.342927039,25.70060545,33.75746671,34.67661567,36.73484293
4642,78,774,RotSF,AFT,Piecewise,10,1700,Noise,0.839305103,0.837676439,0.841063027,0.8392534,0.836487255,0.83470348,0.017866622,1.325381798,5.196132618,23.00742184,32.76094247,34.1945841,34.70381019
4643,78,774,ORSF,AFT,Piecewise,10,1700,Noise,0.821363942,0.849258053,0.878341347,0.878677421,0.863967737,0.786283026,0.020540911,1.338317434,5.342376345,25.61320073,33.25960428,33.83100009,35.96569103
4644,78,774,RIST,AFT,Piecewise,10,1700,Noise,0.873067577,0.88108164,0.883149785,0.879970012,0.878393051,0.881727935,0.014028643,1.317483607,5.151699975,22.10299051,31.01940249,33.10239615,34.36571078
4645,78,775,logrank,AFT,Piecewise,10,1700,Noise,0.722080115,0.793855835,0.832889958,0.827467131,0.80953599,0.753133473,0.027257236,0.672422547,2.664638476,11.49832246,13.45652794,12.3749595,12.03465095
4646,78,775,L1,AFT,Piecewise,10,1700,Noise,0.766562644,0.807182688,0.817056326,0.795927764,0.75937484,0.706860388,0.027257236,0.672718848,2.667747569,11.34290561,11.56906307,11.08138822,9.179511454
4647,78,775,CIF,AFT,Piecewise,10,1700,Noise,0.79771832,0.837494245,0.856934568,0.849056121,0.822530312,0.756868062,0.031644149,0.673139264,2.68342651,12.41058406,14.21354579,13.39179083,13.43964794
4648,78,775,RotSF,AFT,Piecewise,10,1700,Noise,0.822121042,0.819307311,0.818872461,0.816365683,0.815495984,0.805213076,0.024530796,0.667001306,2.609427382,10.61812355,12.49629137,12.46908467,11.72087099
4649,78,775,ORSF,AFT,Piecewise,10,1700,Noise,0.817619072,0.85358367,0.86581061,0.853634829,0.841279992,0.774927099,0.028105152,0.673038023,2.681530841,12.05048645,12.97532907,12.15977145,12.63543577
4650,78,775,RIST,AFT,Piecewise,10,1700,Noise,0.853072083,0.866475674,0.862485292,0.866271039,0.851665217,0.834143347,0.017466961,0.648537636,2.479750715,9.025739398,11.19095987,11.61339156,11.54945922
4651,78,776,logrank,AFT,Piecewise,10,1700,Noise,0.743715084,0.793580592,0.832195324,0.856533209,0.851800124,0.796554935,0.01813261,0.398407578,1.575949253,6.588412713,5.090242499,4.79826761,4.180100134
4652,78,776,L1,AFT,Piecewise,10,1700,Noise,0.771622181,0.79947755,0.804908959,0.79531347,0.773355059,0.706419408,0.01813261,0.398478644,1.57617917,6.495190553,5.786043334,5.090143475,4.136307128
4653,78,776,CIF,AFT,Piecewise,10,1700,Noise,0.809486861,0.83734223,0.850687978,0.848670598,0.832816056,0.773768881,0.021381332,0.398843369,1.586561902,7.146526998,6.98405802,5.250448084,5.236831149
4654,78,776,RotSF,AFT,Piecewise,10,1700,Noise,0.82135837,0.821022139,0.816935651,0.813831988,0.807495345,0.808633354,0.017649056,0.39024345,1.509855271,5.653489333,6.019540627,4.809787255,3.520400949
4655,78,776,ORSF,AFT,Piecewise,10,1700,Noise,0.815435547,0.84908442,0.8651976,0.859817918,0.845437616,0.785795572,0.020858791,0.398809088,1.586539427,7.205694771,7.623547118,4.662289791,4.441014184
4656,78,776,RIST,AFT,Piecewise,10,1700,Noise,0.844222015,0.856895303,0.86204221,0.859145458,0.852627767,0.853093317,0.01304998,0.384122084,1.44247343,4.500548286,4.581104358,4.23363201,3.444037696
4657,78,777,logrank,AFT,Piecewise,10,1700,Noise,0.76584507,0.812197814,0.845674795,0.855423586,0.849537524,0.794040362,0.032119697,0.720118816,2.858027515,12.09733486,12.72881758,12.62769902,11.9853261
4658,78,777,L1,AFT,Piecewise,10,1700,Noise,0.798428631,0.83479609,0.843756569,0.830775699,0.792568846,0.72206748,0.032119697,0.719807966,2.847306843,12.25266318,12.45064303,11.51229834,8.895786863
4659,78,777,CIF,AFT,Piecewise,10,1700,Noise,0.802606685,0.846489384,0.87365987,0.873712424,0.854109733,0.816586084,0.037748455,0.720714778,2.871448311,13.07537637,14.42450103,13.09690668,12.8795213
4660,78,777,RotSF,AFT,Piecewise,10,1700,Noise,0.840944923,0.839525962,0.840340551,0.841917175,0.834454488,0.826387429,0.032219332,0.709112267,2.748997791,11.46288044,13.71647917,13.29830082,11.86562895
4661,78,777,ORSF,AFT,Piecewise,10,1700,Noise,0.837134749,0.874448182,0.891291781,0.886430523,0.86908766,0.799479714,0.035583625,0.720394748,2.86518332,12.84752461,14.23788193,12.44512168,12.27241666
4662,78,777,RIST,AFT,Piecewise,10,1700,Noise,0.864121295,0.877154719,0.891396889,0.890634854,0.883881648,0.87321316,0.026077538,0.691099837,2.651239312,10.18178013,12.43353573,12.15542131,11.40090243
